,id,dormer_label,roof_label,labled_by,path_index,path
164,0303100000587978,no_dormers,langskap,3,643,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000587978.jpg
165,0303100000588000,no_dormers,langskap,9,655,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588000.jpg
166,0303100000588005,no_dormers,langskap,3,658,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588005.jpg
167,0303100000588015,no_dormers,langskap,7,663,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588015.jpg
168,0303100000588030,no_dormers,langskap,9,670,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588030.jpg
169,0303100000588039,no_dormers,langskap,7,676,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588039.jpg
170,0303100000588042,no_dormers,langskap,9,679,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588042.jpg
171,0303100000588076,no_dormers,langskap,3,685,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588076.jpg
172,0303100000588083,no_dormers,langskap,3,688,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588083.jpg
173,0303100000588151,no_dormers,langskap,3,704,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588151.jpg
174,0303100000588152,no_dormers,langskap,3,705,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588152.jpg
175,0303100000588194,dormers,langskap,7,717,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588194.jpg
176,0303100000588203,dormers,langskap,3,719,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588203.jpg
177,0303100000588212,dormers,langskap,8,723,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588212.jpg
178,0303100000588220,no_dormers,langskap,3,729,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588220.jpg
179,0303100000588221,no_dormers,langskap,7,730,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588221.jpg
180,0303100000588224,no_dormers,langskap,3,732,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588224.jpg
181,0303100000588226,dormers,langskap,8,733,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588226.jpg
182,0303100000588296,no_dormers,langskap,3,739,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588296.jpg
183,0303100000588299,no_dormers,langskap,3,742,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588299.jpg
184,0303100000588302,no_dormers,langskap,9,745,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588302.jpg
185,0303100000588314,no_dormers,langskap,3,753,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588314.jpg
186,0303100000588317,no_dormers,langskap,9,756,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588317.jpg
187,0303100000588323,no_dormers,langskap,7,760,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588323.jpg
188,0303100000588324,no_dormers,langskap,9,761,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588324.jpg
189,0303100000588332,no_dormers,langskap,7,768,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588332.jpg
190,0303100000588334,no_dormers,langskap,9,769,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588334.jpg
191,0303100000588337,no_dormers,langskap,7,772,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588337.jpg
192,0303100000588338,no_dormers,langskap,7,773,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588338.jpg
193,0303100000588341,no_dormers,langskap,7,776,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588341.jpg
194,0303100000588647,no_dormers,langskap,9,783,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000588647.jpg
195,0303100000589098,no_dormers,langskap,3,788,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589098.jpg
196,0303100000589099,no_dormers,langskap,3,789,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589099.jpg
197,0303100000589101,no_dormers,langskap,7,791,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589101.jpg
198,0303100000589666,no_dormers,langskap,8,794,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589666.jpg
199,0303100000589751,no_dormers,langskap,3,804,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589751.jpg
200,0303100000589755,dormers,langskap,7,805,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589755.jpg
201,0303100000589761,dormers,langskap,3,807,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589761.jpg
202,0303100000589788,no_dormers,langskap,3,808,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589788.jpg
203,0303100000589795,no_dormers,langskap,3,811,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000589795.jpg
204,0303100000590018,no_dormers,langskap,3,814,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590018.jpg
205,0303100000590045,no_dormers,langskap,8,830,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590045.jpg
206,0303100000590260,no_dormers,langskap,8,834,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590260.jpg
207,0303100000590462,no_dormers,dwarskap,3,838,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590462.jpg
208,0303100000590463,no_dormers,platdak,3,839,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590463.jpg
209,0303100000590464,no_dormers,combinatie,9,840,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590464.jpg
210,0303100000590465,no_dormers,combinatie,7,841,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590465.jpg
211,0303100000590466,no_dormers,combinatie,3,842,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590466.jpg
212,0303100000590470,no_dormers,combinatie,7,846,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590470.jpg
213,0303100000590471,no_dormers,combinatie,9,847,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590471.jpg
214,0303100000590475,no_dormers,combinatie,7,851,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590475.jpg
215,0303100000590479,no_dormers,combinatie,9,855,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590479.jpg
216,0303100000590481,no_dormers,combinatie,7,857,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590481.jpg
217,0303100000590656,no_dormers,platdak,3,860,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590656.jpg
218,0303100000590659,no_dormers,platdak,3,863,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590659.jpg
219,0303100000590661,no_dormers,langskap,9,865,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590661.jpg
220,0303100000590798,no_dormers,langskap,3,876,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590798.jpg
221,0303100000590806,no_dormers,langskap,9,884,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590806.jpg
222,0303100000590813,no_dormers,langskap,7,889,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590813.jpg
223,0303100000590815,no_dormers,langskap,9,890,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000590815.jpg
224,0303100000591305,no_dormers,langskap,3,897,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591305.jpg
225,0303100000591310,no_dormers,langskap,7,902,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591310.jpg
226,0303100000591311,no_dormers,langskap,9,903,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591311.jpg
227,0303100000591535,no_dormers,langskap,3,912,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591535.jpg
228,0303100000591540,dormers,langskap,8,915,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591540.jpg
229,0303100000591542,no_dormers,langskap,9,916,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591542.jpg
230,0303100000591545,no_dormers,langskap,7,919,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591545.jpg
231,0303100000591547,no_dormers,langskap,3,921,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000591547.jpg
232,0303100000592717,no_dormers,langskap,7,924,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000592717.jpg
233,0303100000593313,no_dormers,langskap,7,930,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593313.jpg
234,0303100000593315,no_dormers,langskap,7,932,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593315.jpg
235,0303100000593316,no_dormers,langskap,3,933,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593316.jpg
236,0303100000593321,no_dormers,langskap,8,938,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593321.jpg
237,0303100000593322,no_dormers,langskap,3,939,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593322.jpg
238,0303100000593323,no_dormers,langskap,3,940,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593323.jpg
239,0303100000593324,no_dormers,langskap,7,941,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593324.jpg
240,0303100000593342,no_dormers,langskap,7,956,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593342.jpg
241,0303100000593351,no_dormers,langskap,9,962,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593351.jpg
242,0303100000593780,no_dormers,langskap,3,967,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593780.jpg
243,0303100000593853,no_dormers,schilddak,9,975,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000593853.jpg
244,0303100000594055,no_dormers,dwarskap,9,983,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594055.jpg
245,0303100000594151,dormers,langskap,3,999,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594151.jpg
246,0303100000594165,no_dormers,langskap,9,1006,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594165.jpg
247,0303100000594414,no_dormers,langskap,9,1027,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594414.jpg
248,0303100000594415,no_dormers,langskap,3,1028,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594415.jpg
249,0303100000594467,no_dormers,langskap,3,1035,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594467.jpg
250,0303100000594600,no_dormers,langskap,3,1038,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594600.jpg
251,0303100000594797,no_dormers,langskap,9,1042,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594797.jpg
252,0303100000594808,no_dormers,langskap,7,1053,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594808.jpg
253,0303100000594812,no_dormers,langskap,7,1057,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594812.jpg
254,0303100000594822,no_dormers,langskap,7,1064,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594822.jpg
255,0303100000594823,no_dormers,langskap,3,1065,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594823.jpg
256,0303100000594967,no_dormers,langskap,7,1071,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594967.jpg
257,0303100000594969,no_dormers,langskap,9,1073,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000594969.jpg
258,0303100000595357,no_dormers,combinatie,9,1079,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595357.jpg
259,0303100000595364,no_dormers,langskap,3,1086,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595364.jpg
260,0303100000595365,no_dormers,langskap,9,1087,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595365.jpg
261,0303100000595371,no_dormers,langskap,7,1093,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595371.jpg
262,0303100000595380,no_dormers,langskap,3,1100,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595380.jpg
263,0303100000595397,no_dormers,langskap,9,1116,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595397.jpg
264,0303100000595401,no_dormers,langskap,7,1119,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595401.jpg
265,0303100000595725,no_dormers,langskap,7,1129,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595725.jpg
266,0303100000595730,no_dormers,langskap,9,1133,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595730.jpg
267,0303100000595753,no_dormers,langskap,9,1136,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595753.jpg
268,0303100000595756,no_dormers,dwarskap,3,1139,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595756.jpg
269,0303100000595760,no_dormers,dwarskap,3,1143,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595760.jpg
270,0303100000595924,no_dormers,langskap,7,1152,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595924.jpg
271,0303100000595926,no_dormers,langskap,9,1154,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595926.jpg
272,0303100000595934,no_dormers,langskap,9,1162,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595934.jpg
273,0303100000595937,no_dormers,langskap,7,1165,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595937.jpg
274,0303100000595942,no_dormers,langskap,7,1170,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595942.jpg
275,0303100000595944,no_dormers,langskap,9,1172,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595944.jpg
276,0303100000595946,no_dormers,langskap,9,1174,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595946.jpg
277,0303100000595947,no_dormers,langskap,7,1175,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595947.jpg
278,0303100000595959,no_dormers,langskap,9,1185,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595959.jpg
279,0303100000595960,no_dormers,langskap,9,1186,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000595960.jpg
280,0303100000596273,no_dormers,langskap,3,1188,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596273.jpg
281,0303100000596455,no_dormers,langskap,7,1189,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596455.jpg
282,0303100000596466,no_dormers,langskap,9,1199,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596466.jpg
283,0303100000596470,no_dormers,langskap,9,1203,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596470.jpg
284,0303100000596471,no_dormers,langskap,7,1204,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596471.jpg
285,0303100000596472,no_dormers,langskap,7,1205,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596472.jpg
286,0303100000596496,no_dormers,langskap,9,1223,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596496.jpg
287,0303100000596501,no_dormers,langskap,9,1228,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596501.jpg
288,0303100000596503,no_dormers,langskap,7,1230,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000596503.jpg
289,0303100000597042,no_dormers,langskap,7,1234,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597042.jpg
290,0303100000597132,no_dormers,langskap,3,1242,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597132.jpg
291,0303100000597135,no_dormers,langskap,3,1243,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597135.jpg
292,0303100000597148,no_dormers,langskap,9,1246,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597148.jpg
293,0303100000597156,no_dormers,langskap,8,1250,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597156.jpg
294,0303100000597158,no_dormers,langskap,3,1252,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597158.jpg
295,0303100000597445,no_dormers,langskap,9,1262,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597445.jpg
296,0303100000597450,no_dormers,langskap,9,1266,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597450.jpg
297,0303100000597452,no_dormers,langskap,3,1268,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597452.jpg
298,0303100000597454,no_dormers,langskap,3,1270,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597454.jpg
299,0303100000597540,no_dormers,langskap,9,1271,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597540.jpg
300,0303100000597686,no_dormers,langskap,9,1276,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597686.jpg
301,0303100000597787,no_dormers,langskap,9,1278,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597787.jpg
302,0303100000597788,no_dormers,langskap,3,1279,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597788.jpg
303,0303100000597789,no_dormers,langskap,8,1280,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597789.jpg
304,0303100000597816,no_dormers,langskap,3,1283,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597816.jpg
305,0303100000597829,no_dormers,langskap,3,1288,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597829.jpg
306,0303100000597908,no_dormers,langskap,7,1299,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000597908.jpg
307,0303100000598119,no_dormers,combinatie,3,1307,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598119.jpg
308,0303100000598132,no_dormers,langskap,9,1310,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598132.jpg
309,0303100000598134,no_dormers,langskap,3,1311,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598134.jpg
310,0303100000598136,no_dormers,langskap,3,1313,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598136.jpg
311,0303100000598765,dormers,langskap,3,1327,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598765.jpg
312,0303100000598801,no_dormers,langskap,9,1331,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598801.jpg
313,0303100000598809,dormers,langskap,3,1336,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598809.jpg
314,0303100000598856,no_dormers,platdak,3,1340,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000598856.jpg
315,0303100000599282,dormers,langskap,9,1350,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000599282.jpg
316,0303100000599354,no_dormers,langskap,3,1362,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000599354.jpg
317,0303100000599371,no_dormers,langskap,3,1365,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000599371.jpg
318,0303100000599373,no_dormers,langskap,9,1367,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000599373.jpg
319,0303100000599577,no_dormers,langskap,9,1382,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000599577.jpg
320,0303100000599838,no_dormers,langskap,7,1393,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000599838.jpg
321,0303100000600029,no_dormers,langskap,3,1397,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000600029.jpg
322,0303100000600065,no_dormers,langskap,3,1400,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000600065.jpg
323,0303100000600406,no_dormers,langskap,8,1411,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000600406.jpg
324,0303100000600410,no_dormers,langskap,3,1414,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000600410.jpg
325,0303100000600413,no_dormers,langskap,3,1416,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000600413.jpg
326,0303100000600513,no_dormers,langskap,7,1420,C:\Users\ckw\FD\frTraining\M_IE\FF_Hackathon\Hackathon files\Nadir afbeeldingen\0303100000600513.jpg
